kind,scope,name,numeric_value,text_value
metric,"round_124",skipped_boundary_edges,0,
metric,"round_124",rejected_conflicts,2848,
metric,"round_124",repartitioned,1,
metric,"round_125",interior_edge_fraction,0.80432,
metric,"round_125",boundary_edge_fraction,0.19568,
metric,"round_125",partition_load_imbalance,234.714,
metric,"round_125",local_queue_size,5586,
metric,"round_125",boundary_queue_size,1359,
metric,"round_125",accepted_local_collapses,309,
metric,"round_125",accepted_boundary_collapses,98,
metric,"round_125",skipped_boundary_edges,0,
metric,"round_125",rejected_conflicts,2956,
metric,"round_125",repartitioned,1,
metric,"round_126",interior_edge_fraction,0.758386,
metric,"round_126",boundary_edge_fraction,0.241614,
metric,"round_126",partition_load_imbalance,328.5,
metric,"round_126",local_queue_size,4341,
metric,"round_126",boundary_queue_size,1383,
metric,"round_126",accepted_local_collapses,275,
metric,"round_126",accepted_boundary_collapses,98,
metric,"round_126",skipped_boundary_edges,0,
metric,"round_126",rejected_conflicts,3132,
metric,"round_126",repartitioned,1,
metric,"round_127",interior_edge_fraction,0.736591,
metric,"round_127",boundary_edge_fraction,0.263409,
metric,"round_127",partition_load_imbalance,546,
metric,"round_127",local_queue_size,3392,
metric,"round_127",boundary_queue_size,1213,
metric,"round_127",accepted_local_collapses,240,
metric,"round_127",accepted_boundary_collapses,85,
metric,"round_127",skipped_boundary_edges,0,
metric,"round_127",rejected_conflicts,3122,
metric,"round_127",repartitioned,1,
metric,"round_128",interior_edge_fraction,0.7,
metric,"round_128",boundary_edge_fraction,0.3,
metric,"round_128",partition_load_imbalance,876,
metric,"round_128",local_queue_size,2541,
metric,"round_128",boundary_queue_size,1089,
metric,"round_128",accepted_local_collapses,193,
metric,"round_128",accepted_boundary_collapses,73,
metric,"round_128",skipped_boundary_edges,0,
metric,"round_128",rejected_conflicts,2879,
metric,"round_128",repartitioned,1,
metric,"round_129",interior_edge_fraction,0.649718,
metric,"round_129",boundary_edge_fraction,0.350282,
metric,"round_129",partition_load_imbalance,685,
metric,"round_129",local_queue_size,1840,
metric,"round_129",boundary_queue_size,992,
metric,"round_129",accepted_local_collapses,138,
metric,"round_129",accepted_boundary_collapses,64,
metric,"round_129",skipped_boundary_edges,0,
metric,"round_129",rejected_conflicts,2240,
metric,"round_129",repartitioned,1,
metric,"round_130",interior_edge_fraction,0.584456,
metric,"round_130",boundary_edge_fraction,0.415544,
metric,"round_130",partition_load_imbalance,507,
metric,"round_130",local_queue_size,1301,
metric,"round_130",boundary_queue_size,925,
metric,"round_130",accepted_local_collapses,25,
metric,"round_130",accepted_boundary_collapses,0,
metric,"round_130",skipped_boundary_edges,0,
metric,"round_130",rejected_conflicts,1107,
metric,"round_130",repartitioned,1,
